category,product_type,schemes,scheme_count,missing_schemes,unusual_schemes,min_fee,max_fee,spread,source_file,valid_from,flags
"Товары для красоты / Косметика, парфюмерия и уход / Ароматерапия / Аксессуары / Инструменты для благовоний",Инструменты для благовоний,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за ногтями / Инструменты для маникюра и педикюра",Инструменты для маникюра и педикюра,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Для бровей / Краска для бровей и ресниц / Инструменты для окрашивания бровей",Инструменты для окрашивания бровей,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
Товары для красоты / Средства и предметы гигиены / Ватные палочки и диски / Инструменты для чистки ушей и носа,Инструменты для чистки ушей и носа,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
Товары для красоты / Средства и предметы гигиены / Интимные смазки,Интимные смазки,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
Товары для красоты / Средства и предметы гигиены / Интимные смазки / Интимные смазки,Интимные смазки,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за волосами / Парики и шиньоны / Искусственные пряди волос",Искусственные пряди волос,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Продукты / Молочная гастрономия / Густые йогурты, творожки / Йогурты и йогуртные продукты",Йогурты и йогуртные продукты,"DBS=5%, EXPRESS=8%, FBS=8%, FBY=8%",4,,,5.0,8.0,3.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Продукты / Молочная гастрономия / Питьевые йогурты, молочные коктейли / Йогурты питьевые",Йогурты питьевые,"DBS=5%, EXPRESS=21.5%, FBS=28.5%, FBY=21.5%",4,,,5.0,28.5,23.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Кулинария / Холодные блюда и закуски / Канапе и тарталетки закусочные,Канапе и тарталетки закусочные,"DBS=5%, EXPRESS=18.5%, FBS=25.5%, FBY=18.5%",4,,,5.0,25.5,20.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Для бровей / Карандаши для бровей",Карандаши для бровей,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Для бровей / Карандаши для бровей / Карандаши для бровей",Карандаши для бровей,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Для глаз / Карандаши и подводки для глаз / Карандаши для глаз",Карандаши для глаз,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Для губ / Карандаши для губ",Карандаши для губ,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Для глаз / Карандаши и подводки для глаз",Карандаши и подводки для глаз,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Продукты / Молочная гастрономия / Молочные снеки, сырки / Каши молочные",Каши молочные,"DBS=5%, EXPRESS=23.5%, FBS=30.5%, FBY=23.5%",4,,,5.0,30.5,25.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Безалкогольные напитки / Квас,Квас,"DBS=5%, EXPRESS=18%, FBS=25%, FBY=18%",4,,,5.0,25.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
"Товары для красоты / Косметика, парфюмерия и уход / Мужчинам / Средства для бритья / Квасцовые камни после бритья",Квасцовые камни после бритья,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
Продукты / Кондитерские изделия / Мучные кондитерские изделия / Кексы и рулеты / Кексы,Кексы,"DBS=5%, EXPRESS=18%, FBS=25%, FBY=18%",4,,,5.0,25.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Кондитерские изделия / Мучные кондитерские изделия / Кексы и рулеты,Кексы и рулеты,"DBS=5%, EXPRESS=27%, FBS=34%, FBY=27%",4,,,5.0,34.0,29.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Молочная гастрономия / Кисломолочная продукция / Кефир,Кефир,"DBS=5%, EXPRESS=21.5%, FBS=28.5%, FBY=21.5%",4,,,5.0,28.5,23.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Молочная гастрономия / Кисломолочная продукция / Кефир / Кефиры,Кефиры,"DBS=5%, EXPRESS=21.5%, FBS=28.5%, FBY=21.5%",4,,,5.0,28.5,23.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Молочная гастрономия / Кисломолочная продукция,Кисломолочная продукция,"DBS=5%, EXPRESS=21.5%, FBS=28.5%, FBY=21.5%",4,,,5.0,28.5,23.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Молочная гастрономия / Кисломолочная продукция / Кефир / Кисломолочные напитки с бифидобактериями,Кисломолочные напитки с бифидобактериями,"DBS=5%, EXPRESS=18.5%, FBS=25.5%, FBY=18.5%",4,,,5.0,25.5,20.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
"Товары для красоты / Косметика, парфюмерия и уход / Уход за ногтями / Жидкости / Кислотные праймеры для ногтей",Кислотные праймеры для ногтей,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за волосами / Окрашивание / Кисти и аксессуары",Кисти и аксессуары,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Аксессуары / Кисти, спонжи и аппликаторы / Кисти косметические",Кисти косметические,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Аксессуары / Кисти, спонжи и аппликаторы","Кисти, спонжи и аппликаторы","DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за ногтями / Наращивание ногтей / Накладные ногти, типсы / Клей для ногтей",Клей для ногтей,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за ногтями / Инструменты для маникюра и педикюра / Книпсеры",Книпсеры,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Продукты / Мясная гастрономия / Колбасы и деликатесы / Сосиски, сардельки, колбаски / Колбаски",Колбаски,"DBS=5%, EXPRESS=21.5%, FBS=28.5%, FBY=21.5%",4,,,5.0,28.5,23.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Мясная гастрономия / Колбасы и деликатесы / Колбасы,Колбасы,"DBS=5%, EXPRESS=21.5%, FBS=28.5%, FBY=21.5%",4,,,5.0,28.5,23.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Мясная гастрономия / Колбасы и деликатесы / Колбасы / Колбасы,Колбасы,"DBS=5%, EXPRESS=21.5%, FBS=28.5%, FBY=21.5%",4,,,5.0,28.5,23.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Мясная гастрономия / Колбасы и деликатесы,Колбасы и деликатесы,"DBS=5%, EXPRESS=21.5%, FBS=28.5%, FBY=21.5%",4,,,5.0,28.5,23.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Товары для красоты / Техника для красоты / Солярии / Коллагенарии,Коллагенарии,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
Товары для красоты / Техника для красоты / Солярии / Коллариумы,Коллариумы,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за волосами / Резинки, ободки, повязки / Кольца для волос",Кольца для волос,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за телом / Депиляция и эпиляция / Воскоплавы и парафиновые ванны / Комплектующие для воскоплава",Комплектующие для воскоплава,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
Товары для красоты / Техника для красоты / Солярии / Комплектующие и запчасти для солярия,Комплектующие и запчасти для солярия,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Продукты / Бакалейные товары / Орехи, семена, сухофрукты / Сухофрукты / Сухофрукты / Компотные смеси",Компотные смеси,"DBS=5%, EXPRESS=35%, FBS=42%, FBY=35%",4,,,5.0,42.0,37.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, HIGH_FEE_40_OR_MORE, LARGE_SPREAD_20_OR_MORE"
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Для бровей / Карандаши для бровей / Консилеры для бровей",Консилеры для бровей,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Для лица / Корректоры и консилеры / Консилеры для лица",Консилеры для лица,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
Товары для красоты / Средства и предметы гигиены / Полоскание и уход за полостью рта / Контейнеры для зубных протезов,Контейнеры для зубных протезов,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Ароматерапия / Аксессуары / Конусы для формовки благовоний",Конусы для формовки благовоний,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Для лица / Корректоры и консилеры / Корректоры для лица",Корректоры для лица,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Для лица / Корректоры и консилеры",Корректоры и консилеры,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за ногтями / Аксессуары для маникюра и педикюра / Корректоры от вросшего ногтя",Корректоры от вросшего ногтя,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за лицом / Аксессуары / Корректоры формы ушей",Корректоры формы ушей,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Косметика для детей",Косметика для детей,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход","Косметика, парфюмерия и уход","DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Наборы / Косметические наборы",Косметические наборы,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Наборы / Косметические наборы для ухода за волосами",Косметические наборы для ухода за волосами,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
Продукты / Рыбная гастрономия / Крабовое мясо и палочки / Крабовое мясо,Крабовое мясо,"DBS=5%, EXPRESS=21.5%, FBS=28.5%, FBY=21.5%",4,,,5.0,28.5,23.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Рыбная гастрономия / Крабовое мясо и палочки,Крабовое мясо и палочки,"DBS=5%, EXPRESS=21.5%, FBS=28.5%, FBY=21.5%",4,,,5.0,28.5,23.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Рыбная гастрономия / Крабовое мясо и палочки / Крабовые палочки,Крабовые палочки,"DBS=5%, EXPRESS=21.5%, FBS=28.5%, FBY=21.5%",4,,,5.0,28.5,23.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
"Товары для красоты / Косметика, парфюмерия и уход / Уход за волосами / Окрашивание / Оттеночные средства / Красители прямого действия",Красители прямого действия,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за волосами / Окрашивание / Краска",Краска,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Мужчинам / Для бороды и усов / Краска для бороды",Краска для бороды,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Для бровей / Краска для бровей и ресниц",Краска для бровей и ресниц,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за волосами / Окрашивание / Краска / Краска для волос",Краска для волос,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за ногтями / Дизайн ногтей / Краски",Краски,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Для бровей / Краска для бровей и ресниц / Краски для бровей",Краски для бровей,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за телом / Кремы и масла",Кремы и масла,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за лицом / Кремы и сыворотки",Кремы и сыворотки,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за волосами / Парики и шиньоны / Крепления для парика",Крепления для парика,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за лицом / Аксессуары / Криосферы для лица",Криосферы для лица,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Ароматерапия / Аксессуары / Курильницы для благовоний",Курильницы для благовоний,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за ногтями / Инструменты для маникюра и педикюра / Кусачки для маникюра и педикюра",Кусачки для маникюра и педикюра,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за ногтями / Инструменты для маникюра и педикюра / Кюретки для маникюра",Кюретки для маникюра,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за ногтями / Лаки для ногтей",Лаки для ногтей,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за ногтями / Дизайн ногтей / Стемпинг / Лаки для стемпинга",Лаки для стемпинга,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за волосами / Для укладки / Лаки и спреи",Лаки и спреи,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Макияж / Для бровей / Краска для бровей и ресниц / Лампы для заваривания хны",Лампы для заваривания хны,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за ногтями / Лампы для сушки",Лампы для сушки,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Мужчинам / Бритвы и лезвия / Лезвия для опасных бритв",Лезвия для опасных бритв,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за ногтями / Инструменты для маникюра и педикюра / Лезвия для педикюрного станка",Лезвия для педикюрного станка,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Мужчинам / Бритвы и лезвия / Лезвия классические",Лезвия классические,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за ногтями / Лечение и укрепление",Лечение и укрепление,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за ногтями / Инструменты для маникюра и педикюра / Лопатки маникюрные",Лопатки маникюрные,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
"Товары для красоты / Косметика, парфюмерия и уход / Уход за волосами / Резинки, ободки, повязки / Лулы для волос",Лулы для волос,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
Продукты / Замороженные продукты / Мороженое / Лёд пищевой,Лёд пищевой,"DBS=5%, EXPRESS=21.5%, FBS=28.5%, FBY=21.5%",4,,,5.0,28.5,23.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Молочная гастрономия / Майонез,Майонез,"DBS=5%, EXPRESS=18.5%, FBS=25.5%, FBY=18.5%",4,,,5.0,25.5,20.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Молочная гастрономия / Майонез / Майонезы,Майонезы,"DBS=5%, EXPRESS=18.5%, FBS=25.5%, FBY=18.5%",4,,,5.0,25.5,20.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
"Товары для красоты / Косметика, парфюмерия и уход / Макияж",Макияж,"DBS=12%, EXPRESS=5%, FBS=12%, FBY=5%",4,,,5.0,12.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LOW_FEE_5_OR_LESS
